candidate_id,final_score,signal_score,career_signal,skills_signal,strong_hits,medium_hits,assessment_bonus,recruiter_bonus,assessment_count,assessment_avg,assessment_max,saved_by_recruiters_30d,recruiter_response_rate,open_to_work,last_active_days,notice_period_days,years_of_experience,current_title,current_company,is_honeypot,honeypot_reason,consulting_only,exp_inflation_level,exp_inflation_gap_yrs,exp_inflation_evidence,has_degree_mismatch,has_deg_duration_anomaly,deg_duration_evidence,has_anach_institution,anach_inst_evidence,has_dur_contradiction
CAND_0065590,84.53,3.2,0,3.2,,,46.0,58.05,1,70.0,70.0,26,0.39,True,143,90,8.0,Backend Engineer,Wipro,False,,False,none,0.17,,False,False,,False,,False
CAND_0015786,84.51,4.8,0,4.8,,,47.14,35.2,1,71.9,71.9,14,0.17,True,83,30,7.5,Analytics Engineer,Wayne Enterprises,False,,False,none,0.08,,False,True,'M.E.' at 'Generic State University': claimed 5 yrs (max expected 3),False,,False
CAND_0072547,84.51,11.6,0,11.6,,,37.36,80.7,2,48.7,49.4,38,0.81,True,113,90,5.1,Senior Software Engineer (ML),Vedantu,False,,False,none,0.1,,False,True,'M.Sc' at 'Amity University': claimed 4 yrs (max expected 3),False,,False
CAND_0068398,84.47,6.6,0,6.6,,,55.42,42.45,2,78.2,80.7,9,0.49,True,52,90,5.0,Senior Data Engineer,Vedantu,False,,False,none,0.08,,False,False,,False,,False
CAND_0009307,84.46,15.8,0,15.8,,,41.92,45.65,1,63.2,63.2,12,0.56,True,41,30,3.3,Data Engineer,Zomato,False,,False,none,0.05,,False,True,'M.Sc' at 'Chandigarh University': claimed 5 yrs (max expected 3),False,,False
CAND_0021406,84.45,6.6,0,6.6,,,50.3,57.55,4,50.9,69.8,19,0.79,True,147,60,7.3,Software Engineer,Wayne Enterprises,False,,False,none,0.13,,False,False,,False,,False
CAND_0023416,84.4,16.4,0,16.4,,,51.95,56.05,4,55.4,69.0,22,0.8,True,80,90,3.3,Data Engineer,Wayne Enterprises,False,,False,none,0.05,,False,False,,False,,False
CAND_0055995,84.4,4.0,0,4.0,,,40.6,75.8,1,61.0,61.0,30,0.84,True,29,120,3.4,ML Engineer,Tech Mahindra,False,,False,none,0.07,,False,False,,False,,False
CAND_0043427,84.37,4.8,0,4.8,,,45.56,54.85,2,59.3,69.1,24,0.62,True,117,90,5.4,Backend Engineer,Meesho,False,,False,none,0.07,,False,False,,False,,False
CAND_0066991,84.34,4.8,0,4.8,,,49.54,36.35,1,75.9,75.9,19,0.1,True,66,90,8.3,Mobile Developer,TCS,False,,False,none,0.05,,False,False,,False,,False
CAND_0063805,84.18,6.0,0,6.0,,,41.26,57.05,1,62.1,62.1,24,0.63,True,78,90,3.0,Senior Data Engineer,Ola,False,,False,none,0.0,,False,False,,False,,False
CAND_0085222,84.17,7.2,0,7.2,,,42.17,46.8,3,47.9,55.0,19,0.5,True,50,120,5.6,Senior Software Engineer,Nykaa,False,,False,none,0.1,,False,False,,False,,False
CAND_0088526,84.17,9.4,0,9.4,,,54.28,83.05,3,62.4,86.6,44,0.8,False,114,120,4.6,Senior Software Engineer (ML),Saarthi.ai,False,,False,none,0.1,,False,False,,False,,False
CAND_0083921,84.16,3.2,0,3.2,,,43.3,48.95,1,65.5,65.5,15,0.59,True,55,120,8.9,Frontend Engineer,Hooli,False,,False,none,0.15,,False,False,,False,,False
CAND_0063096,84.1,15.8,0,15.8,,,51.1,47.2,2,71.0,73.5,16,0.54,True,102,30,4.5,Analytics Engineer,PharmEasy,False,,False,none,0.0,,False,False,,False,,False
CAND_0005037,84.06,4.8,0,4.8,,,53.79,68.95,3,67.2,74.6,30,0.74,False,87,120,7.2,Data Analyst,Flipkart,False,,False,none,0.03,,False,False,,False,,False
CAND_0005477,84.04,4.8,0,4.8,,,44.44,36.8,1,67.4,67.4,14,0.35,True,28,45,6.2,ML Engineer,Zomato,False,,False,none,0.12,,False,False,,False,,False
CAND_0070544,84.02,24.6,0,24.6,,,53.4,50.8,2,73.6,79.8,19,0.49,True,42,60,4.9,AI Research Engineer,PolicyBazaar,False,,False,none,0.07,,True,True,'M.Sc' at 'KIIT University': claimed 4 yrs (max expected 3); 'M.E.' at 'UC Berkeley': claimed 4 yrs (max expected 3),False,,False
CAND_0078499,84.0,4.8,0,4.8,,,52.69,38.5,3,63.2,77.0,19,0.18,True,77,120,6.4,Backend Engineer,PharmEasy,False,,False,none,0.07,,False,False,,False,,False
CAND_0045481,83.95,11.0,0,11.0,,,43.7,69.25,2,55.8,66.9,24,0.79,True,123,120,7.7,Data Engineer,PhonePe,False,,False,none,0.03,,False,False,,False,,False
CAND_0057801,83.93,6.6,0,6.6,,,57.16,34.6,4,62.5,80.8,8,0.51,True,87,90,4.1,Data Analyst,PharmEasy,False,,False,none,0.02,,False,False,,False,,False
CAND_0075504,83.9,9.8,0,9.8,,,56.2,54.1,4,62.0,77.0,28,0.32,True,74,120,3.0,Junior ML Engineer,Yellow.ai,False,,False,none,0.0,,False,True,'M.E.' at 'Anna University': claimed 4 yrs (max expected 3),False,,False
CAND_0077404,83.87,0.6,0,0.6,,,52.59,34.45,3,62.3,78.4,9,0.18,True,85,120,4.7,Data Analyst,BYJU'S,False,,False,none,0.03,,False,False,,False,,False
CAND_0000345,83.82,11.4,0,11.4,,,57.0,48.7,4,61.7,81.6,20,0.32,True,150,90,4.3,Data Engineer,Freshworks,False,,False,none,0.05,,False,False,,False,,False
CAND_0043516,83.77,0.6,0,0.6,,,43.52,39.65,2,57.1,63.4,5,0.8,True,27,30,5.0,Java Developer,Initech,False,,False,none,0.08,,False,False,,False,,False
CAND_0030061,83.73,4.8,0,4.8,,,48.96,32.35,3,54.0,76.8,1,0.71,True,89,90,5.3,Data Analyst,Ola,False,,False,none,0.05,,False,False,,False,,False
CAND_0064266,83.73,5.4,0,5.4,,,52.95,63.15,3,67.9,69.0,25,0.65,False,48,60,5.0,Software Engineer,Ola,False,,False,none,0.08,,False,False,,False,,False
CAND_0079688,83.73,16.8,0,16.8,,,54.37,64.2,5,54.2,63.5,27,0.69,False,74,120,3.3,Senior Software Engineer (ML),Aganitha,False,,False,none,0.05,,False,False,,False,,False
CAND_0072362,83.72,4.8,0,4.8,,,41.52,41.95,2,52.4,62.8,9,0.51,True,57,30,5.7,Analytics Engineer,Unacademy,False,,False,none,0.03,,False,True,'M.Sc' at 'Symbiosis International': claimed 4 yrs (max expected 3),False,,False
CAND_0057190,83.71,4.8,0,4.8,,,34.48,34.8,1,50.8,50.8,14,0.22,True,39,30,5.0,Data Engineer,HCL,False,,False,none,0.08,,False,True,'M.E.' at 'Manipal Institute of Technology': claimed 5 yrs (max expected 3); 'M.Sc' at 'IIT Kanpur': claimed 5 yrs (max expected 3),False,,False
CAND_0021634,83.69,8.6,0,8.6,,,56.84,54.25,2,81.3,81.5,21,0.71,True,131,60,4.9,Analytics Engineer,Accenture,False,,False,none,0.07,,False,False,,False,,False
CAND_0077784,83.67,69.6,45,24.6,collaborative filtering,ranking|recommendation,32.62,62.25,1,47.7,47.7,31,0.42,False,99,90,4.4,Data Scientist,Verloop.io,False,,False,none,0.07,,False,False,,False,,False
CAND_0009700,83.55,6.0,0,6.0,,,54.6,52.95,3,67.4,78.2,19,0.69,True,75,60,3.0,Backend Engineer,Wayne Enterprises,False,,False,none,0.0,,False,False,,False,,False
CAND_0085381,83.54,8.0,0,8.0,,,44.04,43.5,2,57.3,65.6,17,0.23,True,70,120,6.5,.NET Developer,Capgemini,False,,False,none,0.08,,False,False,,False,,False
CAND_0007558,83.5,4.0,0,4.0,,,55.13,54.95,4,58.7,78.2,23,0.56,True,148,120,5.8,Backend Engineer,TCS,False,,False,none,0.13,,False,False,,False,,False
CAND_0064724,83.45,3.2,0,3.2,,,52.81,57.55,4,55.4,73.2,25,0.56,True,102,90,4.0,Backend Engineer,TCS,False,,False,none,0.08,,False,False,,False,,False
CAND_0035256,83.44,6.0,0,6.0,,,49.42,39.05,1,75.7,75.7,1,0.85,True,68,90,8.0,QA Engineer,Pied Piper,False,,False,none,0.08,,False,False,,False,,False
CAND_0070423,83.44,4.8,0,4.8,,,47.14,43.85,3,55.9,63.9,20,0.11,True,26,90,8.6,Java Developer,Cognizant,False,,False,none,0.1,,False,False,,False,,False
CAND_0009953,83.43,4.0,0,4.0,,,54.47,30.1,4,55.6,81.1,0,0.44,True,60,60,4.1,Analytics Engineer,Initech,False,,False,none,0.02,,False,False,,False,,False
CAND_0047907,83.43,8.8,0,8.8,,,53.22,48.35,2,70.0,86.0,16,0.48,False,74,90,6.6,AI Research Engineer,Vedantu,False,,False,none,0.1,,False,False,,False,,False
CAND_0064259,83.43,11.0,0,11.0,,,39.64,37.4,2,52.2,53.7,6,0.52,True,36,90,7.5,Data Engineer,Swiggy,False,,False,none,0.17,,False,False,,False,,False
CAND_0075715,83.43,11.6,0,11.6,,,53.9,50.85,2,72.8,83.8,13,0.62,True,31,90,3.5,Data Scientist,Sarvam AI,False,,False,none,0.0,,False,True,'M.E.' at 'IISc Bangalore': claimed 5 yrs (max expected 3),False,,False
CAND_0053608,83.42,5.4,0,5.4,,,35.02,59.0,1,51.7,51.7,23,0.75,True,149,30,6.6,Data Analyst,Mphasis,False,,False,none,0.1,,False,False,,False,,False
CAND_0062799,83.39,3.2,0,3.2,,,58.63,60.6,4,66.3,80.6,29,0.35,False,53,30,3.1,Senior Software Engineer,Cognizant,False,,False,none,0.02,,False,False,,False,,False
CAND_0015668,83.34,19.8,0,19.8,,,51.84,37.2,5,50.1,59.1,6,0.39,True,99,120,6.6,Software Engineer,Tech Mahindra,False,,False,none,0.1,,False,False,,False,,False
CAND_0017492,83.31,0.6,0,0.6,,,54.41,60.8,3,70.3,71.4,25,0.68,False,62,60,6.3,Backend Engineer,Dream11,False,,False,none,0.13,,False,False,,False,,False
CAND_0023650,83.31,14.2,0,14.2,,,36.76,58.35,1,54.6,54.6,23,0.67,True,69,60,5.2,Analytics Engineer,Flipkart,False,,False,none,0.03,,False,True,'M.Sc' at 'Manipal Institute of Technology': claimed 4 yrs (max expected 3); 'M.Sc' at 'Tier-3 Engineering College': claimed 4 yrs (max expected 3),False,,False
CAND_0076857,83.25,4.8,0,4.8,,,26.8,52.7,1,38.0,38.0,26,0.53,True,31,60,4.9,Data Engineer,Paytm,False,,False,none,0.07,,False,False,,False,,False
CAND_0023914,83.22,19.8,0,19.8,,,33.62,49.8,2,42.0,44.0,18,0.49,True,82,120,6.2,Backend Engineer,Unacademy,False,,False,none,0.12,,False,False,,False,,False
CAND_0085498,83.19,0.6,0,0.6,,,41.68,51.45,1,62.8,62.8,16,0.62,True,69,60,9.5,Frontend Engineer,CRED,False,,False,none,0.0,,False,False,,False,,False
CAND_0003171,83.18,8.8,0,8.8,,,56.97,54.05,3,73.8,77.3,26,0.17,True,109,120,3.4,Data Analyst,Globex Inc,False,,False,none,0.07,,False,False,,False,,False
CAND_0008461,83.18,4.8,0,4.8,,,39.58,54.8,1,59.3,59.3,19,0.72,True,88,90,8.9,DevOps Engineer,TCS,False,,False,none,0.07,,False,False,,False,,False
CAND_0077416,83.18,11.0,0,11.0,,,45.12,54.55,2,61.2,63.2,20,0.55,True,157,90,7.9,Mobile Developer,Zomato,False,,False,none,0.07,,False,False,,False,,False
CAND_0051028,83.16,4.8,0,4.8,,,48.76,51.6,1,74.6,74.6,18,0.64,True,91,60,8.7,DevOps Engineer,Globex Inc,False,,False,none,0.2,,False,False,,False,,False
CAND_0001314,83.13,4.8,0,4.8,,,34.76,49.4,2,44.0,45.7,21,0.36,True,130,30,6.9,Senior Data Engineer,Accenture,False,,False,none,0.15,,False,False,,False,,False
CAND_0059379,83.1,12.2,0,12.2,,,55.95,44.95,4,59.5,80.8,20,0.34,True,129,30,4.7,Data Analyst,Vedantu,False,,False,none,0.03,,False,False,,False,,False
CAND_0036676,83.07,10.0,0,10.0,,,47.72,41.35,2,61.5,75.7,12,0.38,True,35,30,6.6,Analytics Engineer,PharmEasy,False,,False,none,0.1,,False,True,'M.Tech' at 'Delhi College of Engineering': claimed 4 yrs (max expected 3),False,,False
CAND_0005488,83.06,6.0,0,6.0,,,28.06,61.5,1,40.1,40.1,28,0.58,True,34,120,5.3,Senior Software Engineer,BYJU'S,False,,False,none,0.05,,False,False,,False,,False
CAND_0061118,83.06,0.6,0,0.6,,,55.08,28.45,5,53.5,68.3,10,0.19,True,30,60,4.6,Software Engineer,Zoho,False,,False,none,0.1,,False,False,,False,,False
CAND_0053537,83.05,4.8,0,4.8,,,36.38,66.55,2,45.4,51.2,29,0.74,False,38,60,8.0,Software Engineer,Stark Industries,False,,False,none,0.08,,False,False,,False,,False
CAND_0098709,83.05,15.0,0,15.0,,,53.35,44.7,5,51.2,64.3,14,0.56,True,130,60,5.4,Backend Engineer,HCL,False,,False,none,0.07,,False,False,,False,,False
CAND_0091814,83.03,5.4,0,5.4,,,50.16,58.2,3,58.4,74.0,24,0.57,True,89,120,5.1,Senior Data Engineer,Flipkart,False,,False,none,0.1,,False,True,'B.Sc' at 'Regional Technical Institute': claimed 5 yrs (max expected 4),False,,False
CAND_0003100,83.01,12.8,0,12.8,,,42.88,80.2,1,64.8,64.8,42,0.66,False,91,90,5.5,AI Specialist,Verloop.io,False,,False,none,0.0,,False,False,,False,,False
CAND_0025130,82.99,4.8,0,4.8,,,34.84,43.35,1,51.4,51.4,13,0.33,True,78,30,6.3,Mobile Developer,Dunder Mifflin,False,,False,none,0.13,,False,False,,False,,False
CAND_0002793,82.96,26.6,0,26.6,,,57.82,50.85,2,81.3,86.4,10,0.77,False,122,30,5.5,AI Specialist,Meesho,False,,False,none,0.08,,True,False,,False,,False
CAND_0013358,82.96,9.6,0,9.6,,,52.2,60.5,2,66.8,87.3,24,0.67,True,28,90,3.0,Junior ML Engineer,Wipro,False,,False,none,0.08,,False,True,'M.Tech' at 'IIIT Bangalore': claimed 5 yrs (max expected 3); 'M.Tech' at 'Chandigarh University': claimed 4 yrs (max expected 3),False,,False
CAND_0030430,82.96,26.0,0,26.0,,,43.0,45.7,2,56.7,61.6,6,0.75,True,25,120,5.2,Data Engineer,PharmEasy,False,,False,none,0.03,,False,True,'M.E.' at 'VIT Vellore': claimed 5 yrs (max expected 3),False,,False
CAND_0091162,82.95,4.6,0,4.6,,,50.08,47.2,4,52.3,65.8,15,0.71,True,155,30,9.3,Software Engineer,HCL,False,,False,none,0.13,,False,False,,False,,False
CAND_0024157,82.91,4.8,0,4.8,,,53.55,49.85,4,61.6,64.5,22,0.47,True,97,60,5.5,Analytics Engineer,Stark Industries,False,,False,none,0.08,,False,True,'M.Tech' at 'NIT Surathkal': claimed 5 yrs (max expected 3); 'M.Tech' at 'Bharati Vidyapeeth': claimed 5 yrs (max expected 3),False,,False
CAND_0089249,82.91,5.4,0,5.4,,,63.86,73.65,5,66.9,85.4,35,0.47,True,124,120,3.1,Senior Software Engineer (ML),Meesho,False,,False,none,0.02,,False,False,,False,,False
CAND_0093426,82.89,0.6,0,0.6,,,47.14,31.35,1,71.9,71.9,2,0.45,True,63,60,5.2,Senior Data Engineer,Paytm,False,,False,none,0.03,,False,False,,False,,False
CAND_0008258,82.84,15.0,0,15.0,,,49.46,59.6,2,65.2,76.8,19,0.71,False,52,90,4.9,Data Analyst,Meesho,False,,False,none,0.07,,False,False,,False,,False
CAND_0095375,82.79,4.8,0,4.8,,,48.34,31.65,1,73.9,73.9,3,0.49,True,48,60,8.4,Frontend Engineer,HCL,False,,False,none,0.15,,False,False,,False,,False
CAND_0073315,82.77,19.0,0,19.0,,,55.12,54.65,4,61.9,71.9,27,0.37,True,120,60,3.2,Software Engineer,Zomato,False,,False,none,0.12,,False,False,,False,,False
CAND_0073935,82.75,19.6,0,19.6,,,50.63,53.25,4,54.2,64.7,27,0.22,True,131,120,3.3,Software Engineer,BYJU'S,False,,False,none,0.05,,False,False,,False,,False
CAND_0045222,82.63,0.6,0,0.6,,,49.36,59.85,1,75.6,75.6,28,0.32,True,54,30,4.7,Software Engineer,Swiggy,False,,False,none,0.03,,False,True,'M.Tech' at 'SRM Chennai': claimed 5 yrs (max expected 3),False,,False
CAND_0089646,82.62,3.2,0,3.2,,,54.95,24.35,4,57.2,80.3,0,0.6,True,43,90,7.3,Software Engineer,Stark Industries,False,,False,none,0.13,,False,False,,False,,False
CAND_0039338,82.58,11.0,0,11.0,,,51.58,60.0,4,56.6,64.7,30,0.41,True,154,120,6.6,Backend Engineer,Zomato,False,,False,none,0.02,,False,False,,False,,False
CAND_0000110,82.57,3.2,0,3.2,,,43.12,47.05,1,65.2,65.2,12,0.67,True,49,150,9.8,Software Engineer,Swiggy,False,,False,none,0.13,,False,False,,False,,False
CAND_0040453,82.54,15.0,0,15.0,,,61.6,36.05,4,73.2,81.7,12,0.15,True,69,60,6.1,Backend Engineer,Initech,False,,False,none,0.1,,True,False,,False,,False
CAND_0008964,82.5,11.0,0,11.0,,,46.0,56.5,1,70.0,70.0,20,0.64,False,65,30,9.0,Frontend Engineer,Accenture,False,,False,none,0.17,,False,False,,False,,False
CAND_0096131,82.48,4.8,0,4.8,,,34.48,79.2,1,50.8,50.8,40,0.7,True,41,90,5.3,AI Specialist,Paytm,False,,False,none,0.13,,False,True,'M.Sc' at 'SRM University': claimed 4 yrs (max expected 3),False,,False
CAND_0006603,82.36,0.6,0,0.6,,,50.03,63.15,3,54.6,80.9,28,0.61,True,90,30,2.8,Analytics Engineer,Zoho,False,,False,none,0.05,,False,False,,False,,False
CAND_0023103,82.28,4.8,0,4.8,,,38.98,44.5,1,58.3,58.3,19,0.5,True,39,60,6.7,Cloud Engineer,Wipro,False,,False,none,0.03,,False,False,,False,,False
CAND_0036709,82.23,4.8,0,4.8,,,53.88,59.55,2,76.2,76.9,28,0.5,True,106,90,7.7,Software Engineer,Paytm,False,,False,none,0.12,,False,False,,False,,False
CAND_0056960,82.14,21.0,0,21.0,,,54.81,57.95,5,54.7,64.6,30,0.18,True,98,120,4.8,Software Engineer,Mphasis,False,,False,none,0.05,,False,True,'M.Sc' at 'Thapar University': claimed 4 yrs (max expected 3),False,,False
CAND_0031026,82.06,13.6,0,13.6,,,56.01,32.45,3,72.5,75.1,12,0.2,True,33,30,8.0,Analytics Engineer,Infosys,False,,False,none,0.17,,False,True,'M.Tech' at 'KIIT University': claimed 4 yrs (max expected 3),False,,False
CAND_0093257,81.97,8.8,0,8.8,,,56.12,48.05,3,71.5,77.6,28,0.15,False,66,30,5.7,Data Engineer,Flipkart,False,,False,none,0.03,,False,False,,False,,False
CAND_0055673,81.94,46.2,45,1.2,collaborative filtering,ranking|recommendation,62.2,26.55,5,63.1,84.9,4,0.28,False,70,120,3.7,Data Scientist,Freshworks,False,,False,none,0.03,,False,False,,False,,False
CAND_0018672,81.93,11.6,0,11.6,,,43.13,67.2,3,48.6,58.4,28,0.74,True,59,120,3.2,Senior Software Engineer,Wayne Enterprises,False,,False,none,0.03,,False,False,,False,,False
CAND_0031056,81.93,11.0,0,11.0,,,34.78,46.15,1,51.3,51.3,17,0.57,True,54,30,10.0,Frontend Engineer,TCS,False,,False,none,0.08,,False,False,,False,,False
CAND_0042132,81.89,3.2,0,3.2,,,42.94,55.75,1,64.9,64.9,15,0.73,True,52,90,7.5,Analytics Engineer,Zoho,False,,False,none,0.08,,False,False,,False,,False
CAND_0033520,81.88,6.6,0,6.6,,,53.85,19.65,4,56.2,76.9,2,0.28,True,107,30,6.5,Senior Data Engineer,Flipkart,False,,False,none,0.08,,False,False,,False,,False
CAND_0065291,81.87,4.8,0,4.8,,,43.12,53.95,1,65.2,65.2,25,0.46,True,65,60,4.4,Data Analyst,Zomato,False,,False,none,0.07,,False,False,,False,,False
CAND_0006766,81.82,10.0,0,10.0,,,50.56,34.95,1,77.6,77.6,12,0.23,False,58,30,6.4,Senior Software Engineer,PhonePe,False,,False,none,0.15,,False,False,,False,,False
CAND_0075043,81.82,4.8,0,4.8,,,53.98,43.65,4,57.5,74.8,14,0.57,True,75,60,3.5,Senior Software Engineer,Infosys,False,,False,none,0.08,,False,False,,False,,False
CAND_0088751,81.66,0.6,0,0.6,,,42.36,38.7,2,49.5,72.9,11,0.36,True,52,30,6.0,QA Engineer,Wipro,False,,False,none,0.08,,False,False,,False,,False
CAND_0053819,81.63,6.0,0,6.0,,,49.6,63.3,1,76.0,76.0,27,0.7,True,125,90,5.0,Analytics Engineer,HCL,False,,False,none,0.08,,False,True,'M.E.' at 'VIT Chennai': claimed 4 yrs (max expected 3),False,,False
CAND_0064020,81.56,9.6,0,9.6,,,32.56,67.1,1,47.6,47.6,30,0.64,True,26,120,5.9,Senior Software Engineer,Pied Piper,False,,False,none,0.07,,False,True,'M.E.' at 'Regional Technical Institute': claimed 5 yrs (max expected 3),False,,False
CAND_0086650,81.55,4.8,0,4.8,,,47.26,57.45,2,60.1,76.1,22,0.63,True,106,60,7.6,Senior Data Engineer,Cognizant,False,,False,none,0.18,,False,False,,False,,False
CAND_0001036,81.54,5.4,0,5.4,,,26.74,59.4,1,37.9,37.9,22,0.74,True,74,60,7.7,Backend Engineer,PharmEasy,False,,False,none,0.03,,False,False,,False,,False
CAND_0076906,81.54,4.8,0,4.8,,,43.92,63.55,2,55.3,69.0,29,0.78,True,126,120,5.7,Senior Data Engineer,Dream11,False,,False,none,0.12,,False,True,'M.E.' at 'IIIT Bangalore': claimed 4 yrs (max expected 3); 'M.E.' at 'Chandigarh University': claimed 4 yrs (max expected 3),False,,False
CAND_0003990,81.47,1.2,0,1.2,,,57.72,52.15,3,73.6,81.4,27,0.45,False,62,60,6.8,Senior Data Engineer,Pied Piper,False,,False,none,0.13,,False,False,,False,,False
CAND_0058606,81.47,14.0,0,14.0,,,56.57,50.9,3,70.7,81.5,18,0.62,True,103,90,5.1,Analytics Engineer,PharmEasy,False,,False,none,0.1,,False,False,,False,,False
CAND_0089362,81.47,0.6,0,0.6,,,58.31,28.3,3,75.2,81.1,8,0.29,True,84,90,7.1,Data Engineer,Meesho,False,,False,none,0.1,,False,False,,False,,False
CAND_0025053,81.43,19.8,0,19.8,,,54.23,57.4,3,67.0,77.1,29,0.45,True,151,120,4.5,Data Engineer,Razorpay,False,,False,none,0.08,,False,False,,False,,False
CAND_0031703,81.32,25.8,0,25.8,,,57.62,59.9,2,80.8,86.6,32,0.36,True,123,120,6.8,ML Engineer,PolicyBazaar,False,,False,none,0.13,,True,False,,False,,False
CAND_0079444,81.32,8.0,0,8.0,,,49.16,33.5,2,62.6,80.5,6,0.49,True,72,120,5.9,Software Engineer,Accenture,False,,False,none,0.15,,False,False,,False,,False
CAND_0070178,81.29,15.0,0,15.0,,,40.24,46.05,1,60.4,60.4,17,0.41,True,84,150,7.4,Java Developer,Initech,False,,False,none,0.07,,False,False,,False,,False
CAND_0016782,81.27,9.6,0,9.6,,,28.48,65.1,1,40.8,40.8,25,0.77,True,144,120,7.5,Data Engineer,Ola,False,,False,none,0.08,,False,False,,False,,False
CAND_0051890,81.23,4.8,0,4.8,,,37.38,55.05,2,46.2,54.6,21,0.74,True,67,120,6.7,Backend Engineer,Paytm,False,,False,none,0.03,,False,False,,False,,False
CAND_0010595,81.22,4.8,0,4.8,,,53.0,33.7,4,57.6,69.9,14,0.26,True,34,30,5.2,Data Engineer,Swiggy,False,,False,none,0.03,,False,True,'M.Sc' at 'Regional Technical Institute': claimed 5 yrs (max expected 3); 'M.Sc' at 'Tier-3 Engineering College': claimed 4 yrs (max expected 3),False,,False
CAND_0015411,81.2,4.8,0,4.8,,,42.9,53.5,2,57.2,60.0,27,0.26,True,78,30,3.6,Software Engineer,upGrad,False,,False,none,0.1,,False,False,,False,,False
CAND_0031778,81.19,15.0,0,15.0,,,36.57,53.85,3,40.2,42.4,20,0.56,True,111,30,4.8,QA Engineer,Acme Corp,False,,False,none,0.13,,False,False,,False,,False
CAND_0077031,81.17,0.6,0,0.6,,,51.86,41.9,2,70.0,79.3,8,0.61,True,141,30,5.0,Software Engineer,Paytm,False,,False,none,0.08,,False,True,'M.Sc' at 'IIT Guwahati': claimed 5 yrs (max expected 3),False,,False
CAND_0007631,81.11,8.0,0,8.0,,,44.16,34.95,3,53.5,53.8,11,0.28,True,31,45,5.2,AI Specialist,Saarthi.ai,False,,False,none,0.03,,False,False,,False,,False
CAND_0067403,81.1,49.8,45,4.8,collaborative filtering,ranking|recommendation,44.0,44.45,3,52.2,55.6,18,0.26,False,105,30,4.6,Junior ML Engineer,Unacademy,False,,False,none,0.1,,False,True,'M.Tech' at 'PES University': claimed 4 yrs (max expected 3); 'M.E.' at 'Anna University': claimed 4 yrs (max expected 3),False,,False
CAND_0093945,81.1,15.6,0,15.6,,,53.86,62.0,2,73.8,81.7,29,0.45,True,93,90,6.6,Senior Data Engineer,Nykaa,False,,False,none,0.1,,False,True,'M.E.' at 'Manipal Institute of Technology': claimed 5 yrs (max expected 3),False,,False
CAND_0026158,81.09,9.6,0,9.6,,,32.68,67.1,1,47.8,47.8,27,0.78,True,111,90,7.1,Data Engineer,Pied Piper,False,,False,none,0.1,,False,False,,False,,False
CAND_0031757,81.09,3.2,0,3.2,,,35.14,56.85,1,51.9,51.9,18,0.69,True,43,120,6.3,Senior Data Engineer,Dunder Mifflin,False,,False,none,0.13,,False,True,'M.E.' at 'VIT Vellore': claimed 4 yrs (max expected 3); 'M.Sc' at 'Chandigarh University': claimed 4 yrs (max expected 3),False,,False
CAND_0034767,81.01,8.0,0,8.0,,,56.2,88.55,4,62.1,76.8,43,0.69,False,120,120,3.5,ML Engineer,PharmEasy,False,,False,none,0.0,,False,False,,False,,False
CAND_0074524,80.96,3.2,0,3.2,,,53.51,46.25,3,64.7,78.2,22,0.32,True,33,60,6.6,Analytics Engineer,BYJU'S,False,,False,none,0.1,,False,True,'M.Tech' at 'Anna University': claimed 5 yrs (max expected 3),False,,False
CAND_0006581,80.95,69.4,45,24.4,collaborative filtering,ranking|recommendation,56.5,46.05,2,78.4,85.6,19,0.32,False,95,120,3.3,AI Specialist,Sarvam AI,False,,False,none,0.05,,False,False,,False,,False
CAND_0099757,80.93,0.6,0,0.6,,,54.38,61.95,3,67.0,77.9,27,0.4,True,83,120,3.9,Data Engineer,Mindtree,False,,False,none,0.07,,False,False,,False,,False
CAND_0036603,80.91,20.4,0,20.4,,,32.92,41.65,2,41.5,41.7,20,0.27,True,46,120,5.0,Senior Software Engineer,Cognizant,False,,False,none,0.08,,False,False,,False,,False
CAND_0012533,80.87,0.6,0,0.6,,,50.59,25.9,3,58.2,76.5,4,0.26,True,60,30,3.6,Data Analyst,Stark Industries,False,,False,none,0.02,,False,False,,False,,False
CAND_0074229,80.82,0.6,0,0.6,,,52.61,34.8,3,65.6,71.8,1,0.81,True,70,120,7.2,Frontend Engineer,Wayne Enterprises,False,,False,none,0.12,,False,False,,False,,False
CAND_0031520,80.81,11.0,0,11.0,,,42.04,36.8,1,63.4,63.4,11,0.35,True,77,60,5.8,Senior Data Engineer,Wayne Enterprises,False,,False,none,0.13,,False,True,'M.E.' at 'Generic State University': claimed 5 yrs (max expected 3),False,,False
CAND_0087540,80.78,15.0,0,15.0,,,23.98,37.8,1,33.3,33.3,11,0.49,True,84,30,8.0,Software Engineer,TCS,False,,False,none,0.0,,False,False,,False,,False
CAND_0023217,80.75,3.8,0,3.8,,,39.1,53.85,1,58.5,58.5,13,0.79,True,83,60,10.0,Software Engineer,Wayne Enterprises,False,,False,none,0.17,,False,False,,False,,False
CAND_0036604,80.75,24.2,0,24.2,,,50.2,47.4,1,77.0,77.0,16,0.46,True,117,90,4.7,ML Engineer,Aganitha,False,,False,none,0.03,,False,False,,False,,False
CAND_0041215,80.7,4.8,0,4.8,,,41.36,40.35,2,55.2,56.3,16,0.33,True,49,120,7.1,Full Stack Developer,Mindtree,False,,False,none,0.1,,False,False,,False,,False
